,review_comment_message,review_score,sentimento
71620,"Realizei a compra do produto e o mesmo ainda se encontra em trânsito, o sistema de monitoramento se mercadoria é horrível e as atualizações não são diárias muito menos simultâneas. Péssimo.",1,negativo
71623,"Excelente, recebi corretamente o produto.",5,positivo
71624,Adorei meu produto.,5,positivo
71628,"Produto de material de boa qualidade, porém as partes de metal achei de baixa qualidade, principalmente as parte do prendedor de metal da alça maior. mas nada que comprometa a qualidade da bolsa. ",4,positivo
71629,"excelente ótimo produto entrega no prazo recomendo a todos ,,",5,positivo
71633,"entrega feita antes do prazo estabelecido
",5,positivo
71634,Produto enviado antes do prazo mas o horario que o correiro envio nao se encontrava ninguem em casa.,4,positivo
71635,Foi dentro do prazo não tive nenhum problema,5,positivo
71641,Ótima compra,5,positivo
71643,"Estou totalmente insatisfeita, comprei dois produtos e está não foi entregue, estão cobrando no meu cartão, e nem se quer me deram uma satisfação, dando produto cancelando, mas não cancelado por mim, ",1,negativo
71647,"Produto muito bom e fácil de montar.
",4,positivo
71655,"Comprei internet em outras loja L/A S/A foi permitido receber na própria loja, agora não aceitaram a solicitação. Estou triste sem saber destino do produto pago e não recebido.",1,negativo
71656,Produto entregue no prazo e correto.,5,positivo
71659,"O produto foi entregue corretamente, e dentro do prazo. Gostei da mochila. Achei o produto simples, porém bonito. É uma mochila ótima para o meu dia a dia.",4,positivo
71665,Eu não gostei demorou muito passou do prazo é o produto não chegou e por isso tou cancelando o pedid5,1,negativo
71668,bom atendimento,4,positivo
71670,Produto chegou antes do esperado e é de boa qualidade. Super gostei.,5,positivo
71672,Produto muito bom e eficiente para quem gosta de andar de bike e precisa de gps.,5,positivo
71683,O produto está quebrado,1,negativo
71684,"Valor adequado para o produto. Só deixo a dica que se colocassem uns chaveiros de emoji ficaria perfeita. 
O frete por ser enviado pelo sedex PP que é uma das postagens mais baratas poderia ser baixa",4,positivo
71685,"Amei, lindo! ",5,positivo
71690,Adorei o produto e ao processo de compra foi perfeito.,5,positivo
71691,Material bom.,4,positivo
71693,Produto de ótima qualidade e chegou antes do prazo.,5,positivo
71695,Recebi muitos dias antes da previsão. Recomendo!,5,positivo
71697,ótima loja eu recomendo ,4,positivo
71706,"Pedi a lapiseira 0,7 recebi 2.0",5,positivo
71707,recomendo! tudo como esperado e dentro do prazo!,5,positivo
71708,Muito bom recomendo,5,positivo
71709,"efetuei a compra e recebi os produtos errados,, entrei em contato e não foi resolvido o problema, jamais comprarei ou indicarei a alguém que compre neste site, pois não é de confiança",1,negativo
71718,"Solicito a troca do produto pelo pedido correto .
Produto comprado :Capa de máquina lava & seca LG 12Kg PRATA .
Produto recebido : Capa de máquina lava & seca LG 8,5 a 10KG PRATA ",1,negativo
71723,Belo serviço ... Produto chegou inteiro ...5 litros de suco de uva bordô...,5,positivo
71730,Chegou rápido e é um excelente produto. ,4,positivo
71731,muito bom . recomendo a todos,5,positivo
71736,Ainda não recebi o produto ,2,negativo
71741,Recomendo.,5,positivo
71744,Recebi tudo certo e antes do prazo previsto ;),5,positivo
71745,Nota 10,5,positivo
71749,Gostei da capa do Xbox,5,positivo
71753,Muito bom recomendo,4,positivo
71755,"Apenas um detalhe, a película de vidro não é recomendada para o Xperia XA1 pois a sua tela é abaulada e a película não adere nas margens. A película recomendada é de Gel. ",1,negativo
71757,Adorei a compra e o vendedor !!!,5,positivo
71766,"Na discriminação dizia que era de sisal, mas NÃO É. Vu dar entrada no PROCON.",2,negativo
71767,Produto excelente!!,5,positivo
71769,"Super recomendo. Fácil de usar, vem a bateria, é só plugar e usar. Recomemdo a todos!",5,positivo
71773,"cubo bom, porem vem com os parafusos meio soltos .",5,positivo
71777,"Produto veio ok, mas na descrição diz vir fonte e não vem. Só não funcionou o ps3, não sei se a fonte faz a diferença para isso, mas o resto, PC, Xbox, blu-ray funcionaram normalmente, então esta ok.",4,positivo
71779,Chegou bem embalado. Tudo ok. ,5,positivo
71780,Maravilhoso e pratico em sua colocação.,5,positivo
71781,Vendedor super atencioso. Produto chegou quase 20 dias antes do prazo. Dentro das expectativas.,5,positivo
71783,Muito bom,5,positivo
71789,"Otimo produto,entrega imediata.",5,positivo
71790,"Adorei, recomendo",5,positivo
71791,"Comprar nas lojas lannister e Tudo de bom... 

Entrega rapida , Preco Bom !!! Somente o frete que deveria ser um pouco mais barato .... ",5,positivo
71793,recebi o produto antes do prazo combinado,5,positivo
71797,Ok,4,positivo
71799,Recebi antes do prazo e o produto veio bem embalado só tenho a agradecer a vcs,5,positivo
71812,.,5,positivo
71815,"Recebi somente apenas 1 dos produtos, falta eu receber o Massageador Facial Anti-Idade Vibração Harmonização Energy",2,negativo
71817,Otimo. Parabens. Bom trabalho.,5,positivo
71818,Chegou antes do prazo! ,5,positivo
71819,"Parabéns! Produto ótimo, cumpriu o que eu esperava e chegou bem antes do prazo da entrega.",5,positivo
71820,Peço um produto por um código e vem outro totalmente diferente.,1,negativo
71825,Posso aceitar isso e meu coração continua aberto,5,positivo
71826,O magnésio Dimalato Nutri Gold é muito agradável de tomar pois é mastigável e possui sabor delicioso. Com apenas duas cápsulas diárias atende 100% da necessidade.,5,positivo
71828,Muito bom,5,positivo
71829,Produto muito bom,5,positivo
71834,Melhor loja...melhor transportadora...melhor produto,5,positivo
71835,"Jamais imaginei ter que esperar mais de 60 dias por um produto, pagar por esse produto é o mesmo não chegar.",1,negativo
71836,Até agora só transtorno por causa desse produto.,1,negativo
71837,A embalagem do produto não veio devidamente lacrada . Não tenho certeza se é original ,1,negativo
71842,"O umbigo dificador é muito bom, bem como foi anunciado.",5,positivo
71844,O produto é de qualidade chegou dentro do prazo e em perfeitas condições. Eu recomendo,4,positivo
71846,Ótimo produto e entrega rápida.,5,positivo
71848,"Recomendo a empresa.O produto tem preço bom e qualidade,só tive um problema, pois durante o transporte as peças ficaram esfregando nas outras e acabaram chegando raladas em vários locais.Melhore isso.",4,positivo
71850,Poderiam disponibilizar o tamanho das pulseiras para que pudéssemos fazer a escolha certa. ,4,positivo
71851,creio que o atraso e dos correios,2,negativo
71853,"Tudo certo com o produto, fiquei muito satisfeita. ",5,positivo
71855,site ótimo adorei a praticidade do site na hora de comprar!,5,positivo
71857,Otima compra! Obrigada!,5,positivo
71861,"Muito Bom , entregou bem antes do combinado nota 10 Sensacional ",4,positivo
71866,"Preciso saber quando será entregue minha encomenda,está me atrapalhando essa demora",1,negativo
71867,"chegou tudo certinho e produto de qualidade 
espero que seja sempre assim",5,positivo
71871,ccccccccc cccccccc ccccc ccc,4,positivo
71873,"Entrega em dois dias. Muito Rápido, em perfeito estado.",5,positivo
71874,Muito Boa.,5,positivo
71875,Recebi no prazo certo. Foi super rápido. ,4,positivo
71878,Ainda não recebi,1,negativo
71879,PRODUTO BOM,4,positivo
71881,GOSTEI MUITO . OTIMO PRODUTO,5,positivo
71883,"Adorei ótima loja meu pedido chegou rapidinho 
Eu recomendo lojas lannister.",5,positivo
71884,Não recebi a mercadoria.,1,negativo
71885,"Adquiri o produto através da lannister.com em 02/03/2018, mas o até esta data não recebi o produto.",1,negativo
71886,loja muito boa,5,positivo
71887,"A resistência deveria vir uma 110 e outra 220.
Vieram duas 110.
Essa foi a razão de meu desapontamento.
E como corrigir?",1,negativo
71890,Estou com sério problema fiz uma super compra pra vim faltando o meu produto ... e além do mais pagar um frete absurdo para ser entregue pra vim ainda com constrangimento ... quero que resolva logo,1,negativo
71893,Pedido chegou super rápido e veio certinho.,5,positivo
71896,Quero saber se vão entregar o produto ou não. Faz mais de 1 mês que eu comprei.,1,negativo
71899,"Ambos produtos de boa qualidade.
",5,positivo
71901,"Chegou no prazo, bem embalado. ",4,positivo
71902,"O prazo de entrega é um pouco longo, tirando isso tudo perfeito. ",5,positivo
71905,"Fiz um pedido de 2 cortinas iguais e só recebi uma e mais uma de outro modelo q ainda está pra ser entregue, e paguei pelas três...gostaria de saber se ainda vira a que está faltando.",2,negativo
71906,"O relógio é simples, está ok. A embalagem veio amassada.",2,negativo
71908,Produto entregue conforme o anunciado. ,5,positivo
71915,"adorei o produto ,entega foi td como combinado,eu recomendo esta loja",5,positivo
71917,Adorei surpe indico.,4,positivo
71921,"Ainda estou esperando , recebi um produto comprei 4 ",4,positivo
71922,"Material horrível ,totalmente diferente do que apresenta na imagem e na descrição , não vale o valor .",1,negativo
71929,"Ainda não recebi o produto mesmo após incríveis 20 dias para a entrega. 
Mesmo pagando caro por uma simples capa de celular, esse tipo de situação acontece. Absurdo.",1,negativo
71930,Adorei o produto.. pra mim é muito útil...bem o q eu precisava. Obrigada,5,positivo
71931,Vaso lindo,4,positivo
71934,O meu pedido ainda não chegou ,1,negativo
71937,ENTREGA SUPER RÁPIDA,5,positivo
71939,"Enviei três e-maiils para a empresa afiliada às Lojas lannister sobre uma posição quanto à entrega do produto, não recebi nenhum retorno. Quem me retornou foram as Lojas lannister para me explicar.",1,negativo
71940,Estou a 3 dias em casa sem sair aguardando o produto e nada da entrega,1,negativo
71944,produto otimo,4,positivo
71948,Muito bom,4,positivo
71951,Parabéns a lannister pelo excelente trabalho chegou td direitinho no prazo!!!,5,positivo
71953,5,2,negativo
71955,Muito bonito o relógio.,5,positivo
71958,"Entrega super rápida e produto de ótima qualidade.
",5,positivo
71959,"Eu ainda não recebi o produto, gostaria de saber o que aconteceu?? ",1,negativo
71960,"pedi um produto e no lugar veio outro responsavel ficou de enviar p correto, estou aguardando",1,negativo
71963,"Comprei o kit do carrinho com bebê conforto e a base e faltou o carrinho, quero uma resposta com urgência.",1,negativo
71972,"comprei dois produtos, o primeiro recebi no prazo correto e o segundo não tive sequer uma satisfação até hoje, estou muito chateada!!!!",2,negativo
71973,"Muito bom chegou bem antes do prazo, produto de ótima qualidade meu filho amou ",5,positivo
71977,"EXCELENTE VENDEDOR JÁ EFETUEI ALGUMAS COMPRAS SEMPRE RECEBI EM PERFEITAS CONDIÇÕES, O PRODUTO DESTA COMPRA CHEGOU ANTES DO PRAZO MAXIMO PARA ENTREGA - RECOMENDO.",5,positivo
71981,"Adquiri o produto via site do baratheon e me foi entregue conforme o prazo acordado. Recomendo o baratheon porque a anos compro neste site e muito gosto dos preços, qualidade e atendimento.",5,positivo
71988,Ainda não recebi a mercadoria! mas como preciso do produto estou esperando que o problema se resolva.,1,negativo
71990,Entrega rápida ,5,positivo
71991,já fiz vareas compra no baratheon,4,positivo
71992,Tudo conforme previsto.,5,positivo
71994,otimos produtos perfeita qualidade estou muito satisfeito,5,positivo
71995,"A película veio com várias marcas circulares, provavelmente provenientes da fabricação.
Não recomendo a película.",1,negativo
72000,"Produto aparentemente de ótima qualidade, apenas a película não serviu para o aparelho.",4,positivo
72001,Adorei o relógio e chegou rápido!,5,positivo
72004,"Fiz o pedido de dois kits de progressiva e só me foi entregue um 
O que eu faço agora para pegar o produto faltante ?",1,negativo
72005,Pol favol plocular outlo tladutô. Poltugês não tá facil na caixinha. ,4,positivo
72007,nada a acrecentar,5,positivo
72008,Minha opinião é que a empresa deveria informar todos os rastreamentos . uma vez que fiz 1 pedido com 03 unidades . sendo que recebi só o primeiro rastreamento que continha 01 unidade. entrei em pânico,4,positivo
72014,"Acabei de receber o produto, porem quando abri a caixa, o produto estava rachado e o conteúdo todo espalhado, o produto é adubo químico, com a embalagem estourada será difícil não empedrar!!
",1,negativo
72015,"O produto apresentou problema no cabo de alimentação de energia, o mesmo liga e desliga diversas vezes durante o uso, nem pudemos testar ele na verdade, optamos por devolvê-lo, infelizmente!",1,negativo
72021,"Entrega antes da data prevista,produto correto, recomendo :)",5,positivo
72023,Super Rápido.,5,positivo
72028,Tapete grande e liiiiindoo demais. Gateiros irão adorar. A entrega foi meio conturbada pois deixaram nos correios para eu buscar. Mas tudo perfeito. Vale a pena. Lindooo!!!,5,positivo
72031,É uma ótima loja para compra vocês estão de parabéns,5,positivo
72035,Sempre fui muito bem atendido.Recomendo!!!,5,positivo
72038,Adorei e ainda chegou antes da hora.,4,positivo
72039,Preciso resolver um.problema comprei dois produtos mais recebi apenas um,1,negativo
72041,Não dispõe da modalidade expressa. Aguardo minha encomenda há quase 1 mês!,1,negativo
72046,Meu produto consta como entregue mais ele ainda não foi recebido.,1,negativo
72052,"Bom atendimento de rastreabilidade.
Prazo excelente.",5,positivo
72053,NOTA FISCAL E MERCADORIA NÃO CORRESPONDE AO PRODUTO DO PEDIDO,2,negativo
72055,"Não estou satisfeita, pois ainda não recebi o produto.",1,negativo
72057,Amei o produto! Excelente qualidade. ,5,positivo
